location,href,status
md-docs/integrations/connectors/plans/hubspot-postgres-full-phase.md,https://dlthub.com/docs/general-usage/source,External — network check required
md-docs/integrations/connectors/plans/hubspot-postgres-full-phase.md,https://docs.estuary.dev/reference/Connectors/capture-connectors/HubSpot-real-time/,External — network check required
md-docs/integrations/connectors/plans/hubspot-postgres-full-phase.md,https://developers.hubspot.com/docs/developer-tooling/platform/usage-guidelines,External — network check required
md-docs/integrations/connectors/plans/hubspot-postgres-full-phase.md,https://developers.hubspot.com/docs/api-reference/latest/crm/using-object-apis,External — network check required
md-docs/integrations/connectors/plans/hubspot-postgres-full-phase.md,https://developers.hubspot.com/docs/apps/developer-platform/build-apps/authentication/scopes,External — network check required
md-docs/integrations/connectors/plans/hubspot-postgres-full-phase.md,https://developers.hubspot.com/docs/api-reference/latest/crm/limits-tracking/guide,External — network check required
md-docs/integrations/connectors/zendesk-oauth-setup.md,https://developer.zendesk.com/documentation/authentication/oauth-migration/,External — network check required
md-docs/integrations/connectors/zendesk-oauth-setup.md,https://developer.zendesk.com/documentation/marketplace/building-a-marketplace-app/set-up-a-global-oauth-client/,External — network check required
md-docs/integrations/connectors/zendesk-oauth-setup.md,https://developer.zendesk.com/api-reference/ticketing/oauth/oauth_tokens/#scopes,External — network check required
md-docs/integrations/connectors/zendesk-oauth-setup.md,https://developer.zendesk.com/api-reference/ticketing/introduction/,External — network check required
md-docs/integrations/connectors/zendesk-oauth-setup.md,https://developer.zendesk.com/api-reference/live-chat/chat-conversations-api/conversations-api/,External — network check required
md-docs/integrations/email/README.md,./aws-ses-setup.md,OK
md-docs/integrations/email/README.md,./supabase-auth-templates.md,OK
md-docs/integrations/email/README.md,./autosend/email-system-plan.md,OK
md-docs/integrations/email/autosend/dodo-supabase-production-runbook.md,../../billing/dodo-autosend-transformations.md,OK
md-docs/integrations/email/autosend/dodo-supabase-production-runbook.md,./template-id-map.md,OK
md-docs/integrations/email/autosend/dodo-supabase-production-runbook.md,https://docs.dodopayments.com/integrations/autosend,External — network check required
md-docs/integrations/email/autosend/dodo-supabase-production-runbook.md,https://docs.autosend.com/api-reference/introduction,External — network check required
md-docs/integrations/email/autosend/dodo-supabase-production-runbook.md,https://docs.autosend.com/quickstart/smtp,External — network check required
md-docs/integrations/email/autosend/dodo-supabase-production-runbook.md,https://supabase.com/docs/guides/auth/auth-smtp,External — network check required
md-docs/integrations/email/autosend/email-system-plan.md,../../billing/dodo-autosend-transformations.md,OK
md-docs/integrations/email/autosend/email-system-plan.md,./template-id-map.md,OK
md-docs/integrations/email/autosend/email-system-plan.md,./dodo-supabase-production-runbook.md,OK
md-docs/integrations/email/autosend/email-system-plan.md,https://docs.dodopayments.com/integrations/autosend,External — network check required
md-docs/integrations/email/autosend/email-system-plan.md,https://docs.autosend.com/api-reference/mails/send,External — network check required
md-docs/integrations/email/autosend/email-system-plan.md,https://docs.autosend.com/quickstart/smtp,External — network check required
md-docs/integrations/email/autosend/email-system-plan.md,https://supabase.com/docs/guides/auth/auth-smtp,External — network check required
md-docs/integrations/email/autosend/production-deployment-guide.md,../supabase-auth-templates.md,OK
md-docs/integrations/email/autosend/production-deployment-guide.md,https://docs.autosend.com/api-reference/introduction,External — network check required
md-docs/integrations/email/autosend/production-deployment-guide.md,https://docs.autosend.com/quickstart/smtp,External — network check required
md-docs/integrations/email/autosend/production-deployment-guide.md,https://docs.dodopayments.com/integrations/autosend,External — network check required
md-docs/integrations/email/autosend/production-deployment-guide.md,https://supabase.com/docs/guides/auth/auth-email-templates,External — network check required
md-docs/integrations/email/autosend/template-design-guide.md,mailto:support@mantrixflow.com,External contact link — syntax only
md-docs/integrations/email/aws-ses-setup.md,https://docs.aws.amazon.com/ses/latest/dg/creating-identities.html,External — network check required
md-docs/integrations/email/aws-ses-setup.md,https://docs.aws.amazon.com/ses/latest/dg/mail-from.html,External — network check required
md-docs/integrations/email/aws-ses-setup.md,https://docs.aws.amazon.com/ses/latest/dg/creating-configuration-sets.html,External — network check required
md-docs/integrations/email/aws-ses-setup.md,https://docs.aws.amazon.com/ses/latest/dg/request-production-access.html,External — network check required
md-docs/integrations/email/aws-ses-setup.md,https://docs.aws.amazon.com/ses/latest/dg/smtp-credentials.html,External — network check required
md-docs/integrations/email/aws-ses-setup.md,https://supabase.com/docs/guides/auth/auth-smtp,External — network check required
md-docs/integrations/email/supabase-auth-templates.md,mailto:support@mantrixflow.com,External contact link — syntax only
md-docs/integrations/email/supabase-auth-templates.md,mailto:support@mantrixflow.com,External contact link — syntax only
md-docs/integrations/email/supabase-auth-templates.md,mailto:support@mantrixflow.com,External contact link — syntax only
md-docs/integrations/email/supabase-auth-templates.md,mailto:support@mantrixflow.com,External contact link — syntax only
md-docs/integrations/email/supabase-auth-templates.md,mailto:support@mantrixflow.com,External contact link — syntax only
md-docs/integrations/email/supabase-auth-templates.md,mailto:support@mantrixflow.com,External contact link — syntax only
md-docs/manual-testing/README.md,../testing/local-development.md,OK
md-docs/manual-testing/README.md,./postgres-to-postgres-data-types-ui.md,OK
md-docs/manual-testing/pipeline-step-by-step.md,pipelines/saas/11-hubspot-to-postgres.md,OK
md-docs/manual-testing/pipelines/README.md,saas/01-stripe-to-postgres.md,OK
md-docs/manual-testing/pipelines/README.md,saas/02-stripe-to-mysql.md,OK
md-docs/manual-testing/pipelines/README.md,saas/03-stripe-to-mariadb.md,OK
md-docs/manual-testing/pipelines/README.md,saas/04-stripe-to-sqlite.md,OK
md-docs/manual-testing/pipelines/README.md,saas/05-stripe-to-cockroachdb.md,OK
md-docs/manual-testing/pipelines/README.md,saas/06-shopify-to-postgres.md,OK
md-docs/manual-testing/pipelines/README.md,saas/07-shopify-to-mysql.md,OK
md-docs/manual-testing/pipelines/README.md,saas/08-shopify-to-mariadb.md,OK
md-docs/manual-testing/pipelines/README.md,saas/09-shopify-to-sqlite.md,OK
md-docs/manual-testing/pipelines/README.md,saas/10-shopify-to-cockroachdb.md,OK
md-docs/manual-testing/pipelines/README.md,saas/11-hubspot-to-postgres.md,OK
md-docs/manual-testing/pipelines/README.md,saas/12-hubspot-to-mysql.md,OK
md-docs/manual-testing/pipelines/README.md,saas/13-hubspot-to-mariadb.md,OK
md-docs/manual-testing/pipelines/README.md,saas/14-hubspot-to-sqlite.md,OK
md-docs/manual-testing/pipelines/README.md,saas/15-hubspot-to-cockroachdb.md,OK
md-docs/manual-testing/pipelines/README.md,saas/16-github-to-postgres.md,OK
md-docs/manual-testing/pipelines/README.md,saas/17-github-to-mysql.md,OK
md-docs/manual-testing/pipelines/README.md,saas/18-github-to-mariadb.md,OK
md-docs/manual-testing/pipelines/README.md,saas/19-github-to-sqlite.md,OK
md-docs/manual-testing/pipelines/README.md,saas/20-github-to-cockroachdb.md,OK
md-docs/manual-testing/pipelines/README.md,saas/21-notion-to-postgres.md,OK
md-docs/manual-testing/pipelines/README.md,saas/22-notion-to-mysql.md,OK
md-docs/manual-testing/pipelines/README.md,saas/23-notion-to-mariadb.md,OK
md-docs/manual-testing/pipelines/README.md,saas/24-notion-to-sqlite.md,OK
md-docs/manual-testing/pipelines/README.md,saas/25-notion-to-cockroachdb.md,OK
md-docs/manual-testing/pipelines/README.md,db/26-postgres-to-postgres.md,OK
md-docs/manual-testing/pipelines/README.md,db/27-postgres-to-mysql.md,OK
md-docs/manual-testing/pipelines/README.md,db/28-postgres-to-mariadb.md,OK
md-docs/manual-testing/pipelines/README.md,db/29-postgres-to-sqlite.md,OK
md-docs/manual-testing/pipelines/README.md,db/30-postgres-to-cockroachdb.md,OK
md-docs/manual-testing/pipelines/README.md,db/31-mysql-to-postgres.md,OK
md-docs/manual-testing/pipelines/README.md,db/32-mysql-to-mysql.md,OK
md-docs/manual-testing/pipelines/README.md,db/33-mysql-to-mariadb.md,OK
md-docs/manual-testing/pipelines/README.md,db/34-mysql-to-sqlite.md,OK
md-docs/manual-testing/pipelines/README.md,db/35-mysql-to-cockroachdb.md,OK
md-docs/manual-testing/pipelines/README.md,db/36-mariadb-to-postgres.md,OK
md-docs/manual-testing/pipelines/README.md,db/37-mariadb-to-mysql.md,OK
md-docs/manual-testing/pipelines/README.md,db/38-mariadb-to-mariadb.md,OK
md-docs/manual-testing/pipelines/README.md,db/39-mariadb-to-sqlite.md,OK
md-docs/manual-testing/pipelines/README.md,db/40-mariadb-to-cockroachdb.md,OK
md-docs/manual-testing/pipelines/README.md,db/41-sqlite-to-postgres.md,OK
md-docs/manual-testing/pipelines/README.md,db/42-sqlite-to-mysql.md,OK
md-docs/manual-testing/pipelines/README.md,db/43-sqlite-to-mariadb.md,OK
md-docs/manual-testing/pipelines/README.md,db/44-sqlite-to-sqlite.md,OK
md-docs/manual-testing/pipelines/README.md,db/45-sqlite-to-cockroachdb.md,OK
md-docs/manual-testing/pipelines/README.md,db/46-cockroachdb-to-postgres.md,OK
md-docs/manual-testing/pipelines/README.md,db/47-cockroachdb-to-mysql.md,OK
md-docs/manual-testing/pipelines/README.md,db/48-cockroachdb-to-mariadb.md,OK
md-docs/manual-testing/pipelines/README.md,db/49-cockroachdb-to-sqlite.md,OK
md-docs/manual-testing/pipelines/README.md,db/50-cockroachdb-to-cockroachdb.md,OK
md-docs/manual-testing/pipelines/saas/11-hubspot-to-postgres.md,../../sources/hubspot.md,OK
md-docs/manual-testing/ui-testing/README.md,builder-walkthrough.md,OK
md-docs/manual-testing/ui-testing/README.md,saas/stripe-ui.md,OK
md-docs/manual-testing/ui-testing/README.md,saas/shopify-ui.md,OK
md-docs/manual-testing/ui-testing/README.md,saas/hubspot-ui.md,OK
md-docs/manual-testing/ui-testing/README.md,saas/github-ui.md,OK
md-docs/manual-testing/ui-testing/README.md,saas/notion-ui.md,OK
md-docs/manual-testing/ui-testing/README.md,db/postgres-ui.md,OK
md-docs/manual-testing/ui-testing/README.md,db/mysql-ui.md,OK
md-docs/manual-testing/ui-testing/README.md,db/mariadb-ui.md,OK
md-docs/manual-testing/ui-testing/README.md,db/sqlite-ui.md,OK
md-docs/manual-testing/ui-testing/README.md,db/cockroachdb-ui.md,OK
md-docs/operations/observability/betterstack-setup.md,./deployment.md,OK
md-docs/operations/observability/betterstack-setup.md,../../deployment/infrastructure/ovh-microsandbox-runbook.md,OK
md-docs/operations/observability/betterstack-setup.md,https://betterstack.com,External — network check required
md-docs/operations/observability/betterstack-setup.md,./deployment.md,OK
md-docs/operations/observability/betterstack-setup.md,./deployment.md,OK
md-docs/operations/observability/betterstack-setup.md,./posthog-setup.md,OK
md-docs/operations/observability/betterstack-setup.md,./deployment.md,OK
md-docs/operations/observability/betterstack-status-page-creation.md,./betterstack-setup.md,OK
md-docs/operations/observability/betterstack-status-page-creation.md,./deployment.md,OK
md-docs/operations/observability/deployment.md,../../deployment/infrastructure/ovh-microsandbox-runbook.md,OK
md-docs/operations/observability/deployment.md,./betterstack-setup.md,OK
md-docs/operations/observability/deployment.md,./posthog-setup.md,OK
md-docs/operations/observability/deployment.md,../../deployment/infrastructure/ovh-microsandbox-runbook.md,OK
md-docs/operations/observability/deployment.md,./posthog-setup.md,OK
md-docs/operations/observability/deployment.md,./betterstack-setup.md,OK
md-docs/operations/observability/deployment.md,./posthog-setup.md,OK
md-docs/operations/observability/deployment.md,./betterstack-setup.md,OK
md-docs/operations/observability/deployment.md,./posthog-setup.md,OK
md-docs/operations/observability/deployment.md,./betterstack-setup.md,OK
md-docs/operations/observability/deployment.md,./posthog-setup.md,OK
md-docs/operations/observability/deployment.md,../../deployment/frontend/vercel.md,OK
md-docs/operations/observability/deployment.md,../../deployment/infrastructure/ovh-microsandbox-runbook.md,OK
md-docs/operations/observability/deployment.md,../../deployment/infrastructure/ovh-microsandbox-runbook.md,OK
md-docs/operations/observability/posthog-betterstack-setup.md,./betterstack-setup.md,OK
md-docs/operations/observability/posthog-betterstack-setup.md,./posthog-setup.md,OK
md-docs/operations/observability/posthog-betterstack-setup.md,./deployment.md,OK
md-docs/operations/observability/posthog-full-integration.md,https://status.mantrixflow.com,External — network check required
md-docs/operations/observability/posthog-full-integration.md,./posthog-setup.md,OK
md-docs/operations/observability/posthog-full-integration.md,./betterstack-setup.md,OK
md-docs/operations/observability/posthog-full-integration.md,./deployment.md,OK
md-docs/operations/observability/posthog-full-integration.md,../../../apps/arcyria-platform/lib/posthog/events.ts,OK
md-docs/operations/observability/posthog-full-integration.md,../../../apps/arcyria-platform/shared/providers/posthog-identify.tsx,OK
md-docs/operations/observability/posthog-full-integration.md,../../../apps/server/arcyria-server/internal/observability/posthog.go,OK
md-docs/operations/observability/posthog-full-integration.md,../../../apps/server/arcyria-server/internal/server/incident_webhook.go,OK
md-docs/operations/observability/posthog-full-integration.md,../../../apps/arcyria-platform/hooks/use-feature-flag.ts,OK
md-docs/operations/observability/posthog-full-integration.md,../../../apps/arcyria-platform/lib/posthog/client.ts,OK
md-docs/operations/observability/posthog-full-integration.md,../../deployment/infrastructure/ovh-microsandbox-runbook.md,OK
md-docs/operations/observability/posthog-full-integration.md,./deployment.md,OK
md-docs/operations/observability/posthog-full-integration.md,./posthog-setup.md,OK
md-docs/operations/observability/posthog-setup.md,https://us.posthog.com,External — network check required
md-docs/operations/observability/posthog-setup.md,./deployment.md,OK
md-docs/operations/observability/posthog-setup.md,https://us.posthog.com,External — network check required
md-docs/operations/observability/posthog-setup.md,https://posthog.com/docs/getting-started/install,External — network check required
md-docs/operations/observability/posthog-setup.md,https://us.posthog.com,External — network check required
md-docs/operations/observability/posthog-setup.md,https://posthog.com/docs/error-tracking/alerts,External — network check required
md-docs/operations/observability/posthog-setup.md,https://posthog.com/docs/error-tracking/installation/nextjs,External — network check required
md-docs/operations/observability/posthog-setup.md,https://posthog.com/docs/getting-started/install,External — network check required
md-docs/operations/observability/posthog-setup.md,https://cloud.mantrixflow.com,External — network check required
md-docs/operations/observability/posthog-setup.md,https://posthog.com/docs/getting-started/identify,External — network check required
md-docs/operations/observability/posthog-setup.md,https://posthog.com/docs/error-tracking/alerts,External — network check required
md-docs/operations/observability/posthog-setup.md,https://status.mantrixflow.com,External — network check required
md-docs/operations/observability/posthog-setup.md,./betterstack-setup.md,OK
md-docs/operations/observability/posthog-setup.md,https://posthog.com/docs/error-tracking/spikes,External — network check required
md-docs/operations/observability/posthog-setup.md,/apps/server/arcyria-server/internal/server/middleware.go,OK
md-docs/operations/observability/posthog-setup.md,./betterstack-setup.md,OK
md-docs/operations/observability/posthog-setup.md,./deployment.md,OK
md-docs/operations/observability/posthog-setup.md,./betterstack-setup.md,OK
md-docs/testing/frontend/README.md,./playwright-guide.md,OK
md-docs/testing/frontend/README.md,./reports/README.md,OK
md-docs/testing/frontend/playwright-guide.md,https://bun.sh/,External — network check required
md-docs/testing/frontend/reports/README.md,./final-test-summary.md,OK
md-docs/testing/frontend/reports/README.md,./test-summary.md,OK
md-docs/testing/frontend/reports/README.md,./test-failure-matrix.md,OK
md-docs/testing/frontend/reports/README.md,./fixes-applied.md,OK
md-docs/testing/frontend/reports/README.md,./pipeline-integration-results.md,OK
md-docs/testing/frontend/reports/README.md,./stream-coverage.md,OK
md-docs/testing/frontend/reports/README.md,./hubspot-stream-coverage.md,OK
md-docs/testing/frontend/reports/README.md,./stripe-stream-coverage.md,OK
md-docs/testing/frontend/reports/README.md,./postgres-type-compatibility.md,OK
md-docs/testing/frontend/reports/README.md,./service-startup-report.md,OK
md-docs/testing/local-development.md,../architecture/elt/source-to-destination-flow.md,OK
md-docs/testing/reports/README.md,./pipeline-all-streams-chrome-e2e-2026-07-19.md,OK
md-docs/testing/reports/README.md,./pipeline-new-layout-e2e-2026-07-18.md,OK
md-docs/testing/reports/README.md,./playwright-complete-workflow-e2e-summary.md,OK
md-docs/testing/reports/pipeline-all-streams-chrome-e2e-2026-07-19.md,https://github.com/dabhivijay2478/mantrixflow-git-testing/pull/3,External — network check required
